_id,product,price,quantity,date
679666e1ce20b4602aca3f0f,Keyboard,1873,8,2023-09-14
679666e1ce20b4602aca3f10,Phone,567,5,2023-10-07
679666e1ce20b4602aca3f11,Smartwatch,1782,6,2024-09-10
679666e1ce20b4602aca3f12,Mouse,1344,2,2022-12-12
679666e1ce20b4602aca3f13,Monitor,1721,4,2022-10-07
679666e1ce20b4602aca3f14,Smartwatch,684,8,2022-10-18
679666e1ce20b4602aca3f15,Mouse,1274,1,2023-01-28
679666e1ce20b4602aca3f16,Tablet,761,1,2024-03-05
679666e1ce20b4602aca3f17,Headphones,101,3,2024-10-21
679666e1ce20b4602aca3f18,Mouse,1908,7,2024-07-21
679666e1ce20b4602aca3f19,Smartwatch,1242,3,2023-02-18
679666e1ce20b4602aca3f1a,Phone,1237,1,2023-09-03
679666e1ce20b4602aca3f1b,Monitor,390,1,2022-01-11
679666e1ce20b4602aca3f1c,Mouse,466,2,2024-01-03
679666e1ce20b4602aca3f1d,Tablet,1947,2,2024-01-08
679666e1ce20b4602aca3f1e,Monitor,406,1,2022-05-11
679666e1ce20b4602aca3f1f,Headphones,1150,5,2023-08-12
679666e1ce20b4602aca3f20,Headphones,1516,3,2023-08-28
679666e1ce20b4602aca3f21,Mouse,1052,4,2023-06-01
679666e1ce20b4602aca3f22,Mouse,167,4,2022-03-24
679666e1ce20b4602aca3f23,Monitor,477,4,2022-03-23
679666e1ce20b4602aca3f24,Keyboard,849,4,2023-12-24
679666e1ce20b4602aca3f25,Phone,1765,4,2023-07-02
679666e1ce20b4602aca3f26,Monitor,1858,7,2023-05-11
679666e1ce20b4602aca3f27,Mouse,569,2,2024-08-27
679666e1ce20b4602aca3f28,Phone,573,4,2022-12-28
679666e1ce20b4602aca3f29,Laptop,273,10,2024-11-02
679666e1ce20b4602aca3f2a,Keyboard,1604,10,2024-04-02
679666e1ce20b4602aca3f2b,Monitor,950,8,2023-04-16
679666e1ce20b4602aca3f2c,Mouse,144,6,2022-01-23
679666e1ce20b4602aca3f2d,Tablet,650,7,2024-07-23
679666e1ce20b4602aca3f2e,Keyboard,893,6,2023-09-19
679666e1ce20b4602aca3f2f,Phone,347,8,2023-01-18
679666e1ce20b4602aca3f30,Mouse,735,8,2023-06-14
679666e1ce20b4602aca3f31,Laptop,1698,10,2022-08-05
679666e1ce20b4602aca3f32,Phone,1771,2,2023-11-19
679666e1ce20b4602aca3f33,Smartwatch,1981,5,2024-02-07
679666e1ce20b4602aca3f34,Smartwatch,653,3,2024-04-15
679666e1ce20b4602aca3f35,Tablet,908,3,2024-02-16
679666e1ce20b4602aca3f36,Phone,671,10,2023-09-25
679666e1ce20b4602aca3f37,Headphones,1157,1,2023-08-22
679666e1ce20b4602aca3f38,Tablet,1860,6,2023-03-16
679666e1ce20b4602aca3f39,Mouse,169,2,2023-07-01
679666e1ce20b4602aca3f3a,Keyboard,1028,4,2024-03-22
679666e1ce20b4602aca3f3b,Laptop,1086,6,2022-03-25
679666e1ce20b4602aca3f3c,Tablet,1207,3,2022-05-10
679666e1ce20b4602aca3f3d,Smartwatch,385,5,2023-06-09
679666e1ce20b4602aca3f3e,Keyboard,1648,9,2024-11-26
679666e1ce20b4602aca3f3f,Monitor,1288,5,2023-10-15
679666e1ce20b4602aca3f40,Smartwatch,1259,3,2022-04-15
679666e1ce20b4602aca3f41,Keyboard,806,5,2024-05-11
679666e1ce20b4602aca3f42,Monitor,1543,2,2023-10-17
679666e1ce20b4602aca3f43,Monitor,925,3,2022-02-21
679666e1ce20b4602aca3f44,Mouse,1156,3,2022-04-04
679666e1ce20b4602aca3f45,Smartwatch,644,4,2022-08-04
679666e1ce20b4602aca3f46,Phone,1661,7,2023-07-28
679666e1ce20b4602aca3f47,Smartwatch,79,1,2022-03-04
679666e1ce20b4602aca3f48,Monitor,877,3,2023-01-23
679666e1ce20b4602aca3f49,Monitor,1837,7,2024-01-30
679666e1ce20b4602aca3f4a,Tablet,1354,7,2023-09-17
679666e1ce20b4602aca3f4b,Monitor,1626,8,2022-07-12
679666e1ce20b4602aca3f4c,Headphones,1947,6,2023-03-08
679666e1ce20b4602aca3f4d,Phone,481,9,2024-08-11
679666e1ce20b4602aca3f4e,Monitor,1068,4,2024-06-13
679666e1ce20b4602aca3f4f,Laptop,1732,5,2024-08-17
679666e1ce20b4602aca3f50,Laptop,370,4,2023-06-25
679666e1ce20b4602aca3f51,Smartwatch,585,8,2022-01-05
679666e1ce20b4602aca3f52,Mouse,1099,3,2023-07-11
679666e1ce20b4602aca3f53,Mouse,1131,1,2024-05-21
679666e1ce20b4602aca3f54,Smartwatch,1566,4,2024-12-04
679666e1ce20b4602aca3f55,Smartwatch,863,6,2024-03-05
679666e1ce20b4602aca3f56,Headphones,470,3,2024-07-22
679666e1ce20b4602aca3f57,Laptop,768,4,2023-11-25
679666e1ce20b4602aca3f58,Laptop,566,3,2023-02-17
679666e1ce20b4602aca3f59,Monitor,935,4,2022-12-12
679666e1ce20b4602aca3f5a,Keyboard,1253,5,2024-11-19
679666e1ce20b4602aca3f5b,Headphones,699,2,2024-05-10
679666e1ce20b4602aca3f5c,Laptop,1951,1,2022-09-27
679666e1ce20b4602aca3f5d,Phone,988,8,2023-09-20
679666e1ce20b4602aca3f5e,Headphones,705,4,2023-01-29
679666e1ce20b4602aca3f5f,Laptop,1180,4,2024-05-27
679666e1ce20b4602aca3f60,Mouse,1198,2,2022-02-01
679666e1ce20b4602aca3f61,Mouse,682,4,2023-05-10
679666e1ce20b4602aca3f62,Keyboard,109,2,2022-10-31
679666e1ce20b4602aca3f63,Phone,102,2,2024-03-25
679666e1ce20b4602aca3f64,Headphones,675,10,2024-12-05
679666e1ce20b4602aca3f65,Phone,777,8,2023-05-23
679666e1ce20b4602aca3f66,Headphones,286,6,2023-06-10
679666e1ce20b4602aca3f67,Headphones,1811,2,2023-07-20
679666e1ce20b4602aca3f68,Monitor,587,9,2024-01-26
679666e1ce20b4602aca3f69,Monitor,949,10,2023-08-27
679666e1ce20b4602aca3f6a,Smartwatch,1093,5,2024-03-03
679666e1ce20b4602aca3f6b,Smartwatch,1994,3,2024-11-02
679666e1ce20b4602aca3f6c,Tablet,213,6,2022-03-14
679666e1ce20b4602aca3f6d,Smartwatch,1667,5,2023-11-05
679666e1ce20b4602aca3f6e,Keyboard,1908,5,2024-09-16
679666e1ce20b4602aca3f6f,Tablet,1362,5,2023-07-31
679666e1ce20b4602aca3f70,Headphones,1809,8,2023-06-05
679666e1ce20b4602aca3f71,Smartwatch,304,7,2024-05-19
679666e1ce20b4602aca3f72,Smartwatch,608,5,2022-01-12
679666e1ce20b4602aca3f73,Laptop,1277,2,2022-08-10
679666e1ce20b4602aca3f74,Headphones,1473,2,2024-12-09
679666e1ce20b4602aca3f75,Smartwatch,892,6,2023-10-22
679666e1ce20b4602aca3f76,Laptop,195,9,2022-05-10
679666e1ce20b4602aca3f77,Headphones,1366,2,2022-05-05
679666e1ce20b4602aca3f78,Smartwatch,463,9,2022-04-18
679666e1ce20b4602aca3f79,Keyboard,1248,9,2023-09-13
679666e1ce20b4602aca3f7a,Headphones,101,1,2023-08-03
679666e1ce20b4602aca3f7b,Smartwatch,1833,4,2022-06-01
679666e1ce20b4602aca3f7c,Headphones,281,10,2023-12-09
679666e1ce20b4602aca3f7d,Phone,376,7,2024-01-24
679666e1ce20b4602aca3f7e,Tablet,1042,7,2023-11-08
679666e1ce20b4602aca3f7f,Tablet,446,4,2024-02-19
679666e1ce20b4602aca3f80,Tablet,1118,10,2024-03-22
679666e1ce20b4602aca3f81,Tablet,1569,4,2022-04-08
679666e1ce20b4602aca3f82,Tablet,1571,6,2022-04-28
679666e1ce20b4602aca3f83,Smartwatch,795,1,2022-03-16
679666e1ce20b4602aca3f84,Laptop,1324,1,2023-12-22
679666e1ce20b4602aca3f85,Laptop,1189,4,2023-08-18
679666e1ce20b4602aca3f86,Tablet,220,2,2022-02-28
679666e1ce20b4602aca3f87,Laptop,1732,6,2023-10-28
679666e1ce20b4602aca3f88,Keyboard,1705,8,2023-09-20
679666e1ce20b4602aca3f89,Monitor,753,6,2024-05-04
679666e1ce20b4602aca3f8a,Mouse,1952,8,2023-05-18
679666e1ce20b4602aca3f8b,Headphones,684,6,2024-01-06
679666e1ce20b4602aca3f8c,Phone,1930,4,2022-08-13
679666e1ce20b4602aca3f8d,Mouse,779,1,2022-09-17
679666e1ce20b4602aca3f8e,Monitor,1263,5,2023-06-17
679666e1ce20b4602aca3f8f,Smartwatch,725,9,2022-09-10
679666e1ce20b4602aca3f90,Keyboard,1596,9,2023-03-29
679666e1ce20b4602aca3f91,Keyboard,939,7,2022-08-21
679666e1ce20b4602aca3f92,Phone,256,3,2024-03-18
679666e1ce20b4602aca3f93,Smartwatch,389,7,2024-08-25
679666e1ce20b4602aca3f94,Smartwatch,1417,4,2022-07-31
679666e1ce20b4602aca3f95,Laptop,188,7,2024-01-23
679666e1ce20b4602aca3f96,Mouse,833,5,2024-10-23
679666e1ce20b4602aca3f97,Tablet,723,6,2024-03-11
679666e1ce20b4602aca3f98,Laptop,1877,2,2024-10-09
679666e1ce20b4602aca3f99,Smartwatch,401,6,2022-05-02
679666e1ce20b4602aca3f9a,Monitor,1427,9,2024-11-05
679666e1ce20b4602aca3f9b,Smartwatch,1116,10,2022-05-03
679666e1ce20b4602aca3f9c,Keyboard,186,4,2023-05-15
679666e1ce20b4602aca3f9d,Phone,1076,10,2024-11-14
679666e1ce20b4602aca3f9e,Mouse,1739,9,2022-04-19
679666e1ce20b4602aca3f9f,Mouse,661,9,2024-12-29
679666e1ce20b4602aca3fa0,Mouse,801,5,2022-05-06
679666e1ce20b4602aca3fa1,Tablet,170,5,2022-02-17
679666e1ce20b4602aca3fa2,Headphones,1325,3,2023-05-02
679666e1ce20b4602aca3fa3,Laptop,423,8,2023-11-06
679666e1ce20b4602aca3fa4,Tablet,1185,9,2023-07-08
679666e1ce20b4602aca3fa5,Laptop,775,4,2023-05-03
679666e1ce20b4602aca3fa6,Monitor,854,10,2022-10-23
679666e1ce20b4602aca3fa7,Tablet,1996,7,2022-01-23
679666e1ce20b4602aca3fa8,Phone,1950,3,2023-10-31
679666e1ce20b4602aca3fa9,Laptop,677,2,2024-09-01
679666e1ce20b4602aca3faa,Tablet,1436,6,2024-04-02
679666e1ce20b4602aca3fab,Smartwatch,405,9,2024-01-22
679666e1ce20b4602aca3fac,Mouse,1443,1,2022-09-29
679666e1ce20b4602aca3fad,Monitor,184,2,2023-08-18
679666e1ce20b4602aca3fae,Phone,1288,2,2022-01-20
679666e1ce20b4602aca3faf,Laptop,1941,2,2023-07-12
679666e1ce20b4602aca3fb0,Monitor,1928,6,2023-02-27
679666e1ce20b4602aca3fb1,Keyboard,1914,3,2022-09-18
679666e1ce20b4602aca3fb2,Smartwatch,987,2,2022-03-03
679666e1ce20b4602aca3fb3,Headphones,1281,9,2024-03-22
679666e1ce20b4602aca3fb4,Tablet,427,4,2023-09-07
679666e1ce20b4602aca3fb5,Phone,632,1,2023-04-07
679666e1ce20b4602aca3fb6,Tablet,810,4,2024-01-23
679666e1ce20b4602aca3fb7,Laptop,1133,6,2024-08-19
679666e1ce20b4602aca3fb8,Tablet,935,10,2022-03-02
679666e1ce20b4602aca3fb9,Monitor,1660,5,2022-06-21
679666e1ce20b4602aca3fba,Tablet,573,9,2022-10-18
679666e1ce20b4602aca3fbb,Headphones,1145,7,2023-04-18
679666e1ce20b4602aca3fbc,Phone,730,10,2022-07-16
679666e1ce20b4602aca3fbd,Phone,969,8,2024-06-28
679666e1ce20b4602aca3fbe,Tablet,1250,4,2023-09-19
679666e1ce20b4602aca3fbf,Phone,1717,4,2023-01-17
679666e1ce20b4602aca3fc0,Laptop,576,9,2023-05-16
679666e1ce20b4602aca3fc1,Monitor,1060,6,2023-01-15
679666e1ce20b4602aca3fc2,Phone,187,6,2022-12-17
679666e1ce20b4602aca3fc3,Tablet,1111,6,2022-11-04
679666e1ce20b4602aca3fc4,Keyboard,1697,6,2022-03-19
679666e1ce20b4602aca3fc5,Phone,1665,5,2024-04-11
679666e1ce20b4602aca3fc6,Phone,499,3,2022-07-27
679666e1ce20b4602aca3fc7,Laptop,1607,7,2023-09-12
679666e1ce20b4602aca3fc8,Keyboard,1695,4,2022-12-11
679666e1ce20b4602aca3fc9,Phone,718,5,2024-01-24
679666e1ce20b4602aca3fca,Laptop,1908,10,2022-06-07
679666e1ce20b4602aca3fcb,Smartwatch,1069,1,2022-12-12
679666e1ce20b4602aca3fcc,Mouse,698,10,2024-12-28
679666e1ce20b4602aca3fcd,Mouse,1565,2,2024-09-01
679666e1ce20b4602aca3fce,Tablet,1251,10,2023-05-21
679666e1ce20b4602aca3fcf,Smartwatch,711,4,2024-06-01
679666e1ce20b4602aca3fd0,Headphones,172,1,2024-03-26
679666e1ce20b4602aca3fd1,Tablet,967,6,2023-12-28
679666e1ce20b4602aca3fd2,Headphones,798,1,2024-11-29
679666e1ce20b4602aca3fd3,Mouse,785,4,2022-09-07
679666e1ce20b4602aca3fd4,Mouse,233,3,2024-09-08
679666e1ce20b4602aca3fd5,Monitor,588,4,2023-11-08
679666e1ce20b4602aca3fd6,Laptop,865,9,2023-09-04
679666e1ce20b4602aca3fd7,Headphones,1264,8,2024-04-26
679666e1ce20b4602aca3fd8,Monitor,353,5,2022-09-21
679666e1ce20b4602aca3fd9,Laptop,1226,3,2024-07-27
679666e1ce20b4602aca3fda,Headphones,67,10,2024-07-29
679666e1ce20b4602aca3fdb,Keyboard,1877,8,2023-11-02
679666e1ce20b4602aca3fdc,Keyboard,1197,9,2022-12-19
679666e1ce20b4602aca3fdd,Laptop,564,7,2023-11-16
679666e1ce20b4602aca3fde,Tablet,815,10,2024-11-16
679666e1ce20b4602aca3fdf,Headphones,585,1,2024-10-05
679666e1ce20b4602aca3fe0,Phone,1131,6,2024-12-23
679666e1ce20b4602aca3fe1,Smartwatch,846,4,2023-04-30
679666e1ce20b4602aca3fe2,Headphones,612,2,2024-09-11
679666e1ce20b4602aca3fe3,Laptop,1521,2,2024-01-25
679666e1ce20b4602aca3fe4,Smartwatch,1941,2,2023-05-25
679666e1ce20b4602aca3fe5,Keyboard,1910,9,2024-11-19
679666e1ce20b4602aca3fe6,Phone,432,5,2023-02-12
679666e1ce20b4602aca3fe7,Tablet,597,7,2024-03-13
679666e1ce20b4602aca3fe8,Laptop,674,3,2022-06-08
679666e1ce20b4602aca3fe9,Keyboard,1632,7,2023-02-04
679666e1ce20b4602aca3fea,Keyboard,635,2,2023-11-21
679666e1ce20b4602aca3feb,Headphones,788,7,2024-09-22
679666e1ce20b4602aca3fec,Tablet,1295,2,2023-04-30
679666e1ce20b4602aca3fed,Smartwatch,455,1,2024-11-04
679666e1ce20b4602aca3fee,Smartwatch,1790,3,2022-02-06
679666e1ce20b4602aca3fef,Laptop,1690,2,2024-02-12
679666e1ce20b4602aca3ff0,Tablet,680,8,2022-04-28
679666e1ce20b4602aca3ff1,Monitor,670,9,2024-07-11
679666e1ce20b4602aca3ff2,Monitor,792,5,2024-11-20
679666e1ce20b4602aca3ff3,Monitor,1391,7,2023-07-17
679666e1ce20b4602aca3ff4,Phone,1922,2,2024-09-14
679666e1ce20b4602aca3ff5,Mouse,1091,1,2024-10-18
679666e1ce20b4602aca3ff6,Monitor,1788,10,2024-09-11
679666e1ce20b4602aca3ff7,Monitor,749,9,2024-11-04
679666e1ce20b4602aca3ff8,Headphones,133,10,2022-04-27
679666e1ce20b4602aca3ff9,Mouse,1498,6,2023-04-19
679666e1ce20b4602aca3ffa,Smartwatch,279,6,2022-04-20
679666e1ce20b4602aca3ffb,Smartwatch,518,7,2024-03-28
679666e1ce20b4602aca3ffc,Keyboard,217,9,2024-08-09
679666e1ce20b4602aca3ffd,Mouse,1501,6,2023-02-28
679666e1ce20b4602aca3ffe,Mouse,365,5,2023-12-27
679666e1ce20b4602aca3fff,Tablet,1645,9,2024-02-26
679666e1ce20b4602aca4000,Keyboard,486,4,2024-01-25
679666e1ce20b4602aca4001,Monitor,1858,4,2024-12-19
679666e1ce20b4602aca4002,Tablet,1646,10,2023-07-29
679666e1ce20b4602aca4003,Tablet,655,6,2023-07-30
679666e1ce20b4602aca4004,Phone,830,7,2022-04-15
679666e1ce20b4602aca4005,Monitor,1641,6,2023-07-11
679666e1ce20b4602aca4006,Smartwatch,1653,1,2023-10-17
679666e1ce20b4602aca4007,Keyboard,1525,10,2022-12-26
679666e1ce20b4602aca4008,Phone,1242,2,2022-04-27
679666e1ce20b4602aca4009,Keyboard,670,8,2023-02-21
679666e1ce20b4602aca400a,Monitor,892,2,2023-01-22
679666e1ce20b4602aca400b,Monitor,116,9,2024-09-29
679666e1ce20b4602aca400c,Headphones,582,10,2024-02-28
679666e1ce20b4602aca400d,Monitor,1329,2,2024-12-01
679666e1ce20b4602aca400e,Mouse,1479,8,2022-06-17
679666e1ce20b4602aca400f,Tablet,1516,8,2024-08-30
679666e1ce20b4602aca4010,Laptop,1642,9,2024-08-19
679666e1ce20b4602aca4011,Phone,1843,10,2022-02-23
679666e1ce20b4602aca4012,Headphones,290,6,2023-09-29
679666e1ce20b4602aca4013,Laptop,867,10,2023-05-15
679666e1ce20b4602aca4014,Keyboard,89,1,2022-04-24
679666e1ce20b4602aca4015,Keyboard,481,10,2023-09-22
679666e1ce20b4602aca4016,Mouse,1967,10,2023-08-07
679666e1ce20b4602aca4017,Phone,1839,2,2022-07-01
679666e1ce20b4602aca4018,Tablet,231,7,2024-02-01
679666e1ce20b4602aca4019,Phone,189,3,2023-01-21
679666e1ce20b4602aca401a,Keyboard,1322,3,2023-02-26
679666e1ce20b4602aca401b,Mouse,1392,6,2023-08-04
679666e1ce20b4602aca401c,Laptop,871,2,2023-02-10
679666e1ce20b4602aca401d,Laptop,654,2,2022-06-02
679666e1ce20b4602aca401e,Smartwatch,1873,8,2024-02-24
679666e1ce20b4602aca401f,Mouse,878,10,2023-04-15
679666e1ce20b4602aca4020,Laptop,674,6,2022-05-09
679666e1ce20b4602aca4021,Keyboard,1006,7,2024-05-19
679666e1ce20b4602aca4022,Mouse,1947,2,2023-06-24
679666e1ce20b4602aca4023,Tablet,909,8,2023-02-25
679666e1ce20b4602aca4024,Keyboard,1551,9,2024-11-14
679666e1ce20b4602aca4025,Keyboard,670,8,2022-04-17
679666e1ce20b4602aca4026,Headphones,601,3,2024-10-15
679666e1ce20b4602aca4027,Headphones,644,2,2024-02-22
679666e1ce20b4602aca4028,Monitor,1520,7,2022-07-22
679666e1ce20b4602aca4029,Tablet,70,3,2024-11-07
679666e1ce20b4602aca402a,Phone,1959,6,2022-08-29
679666e1ce20b4602aca402b,Tablet,806,2,2024-02-20
679666e1ce20b4602aca402c,Laptop,1612,8,2022-08-12
679666e1ce20b4602aca402d,Phone,263,4,2023-11-24
679666e1ce20b4602aca402e,Mouse,1887,8,2022-06-06
679666e1ce20b4602aca402f,Laptop,512,8,2024-03-10
679666e1ce20b4602aca4030,Headphones,1091,5,2024-11-05
679666e1ce20b4602aca4031,Smartwatch,1894,3,2023-02-09
679666e1ce20b4602aca4032,Phone,1275,2,2024-04-12
679666e1ce20b4602aca4033,Keyboard,942,1,2023-12-25
679666e1ce20b4602aca4034,Phone,1243,6,2024-11-14
679666e1ce20b4602aca4035,Laptop,1434,8,2024-07-22
679666e1ce20b4602aca4036,Mouse,1182,6,2022-05-22
679666e1ce20b4602aca4037,Mouse,1945,4,2023-03-24
679666e1ce20b4602aca4038,Tablet,350,2,2023-03-09
679666e1ce20b4602aca4039,Keyboard,1991,6,2023-08-12
679666e1ce20b4602aca403a,Phone,1800,2,2022-04-05
679666e1ce20b4602aca403b,Phone,1264,9,2024-10-15
679666e1ce20b4602aca403c,Mouse,1596,1,2023-10-19
679666e1ce20b4602aca403d,Phone,1228,4,2022-01-26
679666e1ce20b4602aca403e,Tablet,153,8,2022-07-27
679666e1ce20b4602aca403f,Smartwatch,421,1,2023-08-22
679666e1ce20b4602aca4040,Mouse,166,5,2023-02-13
679666e1ce20b4602aca4041,Laptop,1265,6,2023-05-22
679666e1ce20b4602aca4042,Laptop,411,6,2024-08-02
679666e1ce20b4602aca4043,Monitor,187,5,2023-09-06
679666e1ce20b4602aca4044,Tablet,1427,10,2023-01-19
679666e1ce20b4602aca4045,Tablet,813,3,2024-02-13
679666e1ce20b4602aca4046,Mouse,133,1,2022-01-10
679666e1ce20b4602aca4047,Phone,489,2,2023-04-08
679666e1ce20b4602aca4048,Keyboard,1040,4,2022-05-04
679666e1ce20b4602aca4049,Headphones,1527,10,2024-03-13
679666e1ce20b4602aca404a,Headphones,1384,3,2024-05-02
679666e1ce20b4602aca404b,Laptop,68,3,2022-02-09
679666e1ce20b4602aca404c,Laptop,147,1,2022-09-09
679666e1ce20b4602aca404d,Headphones,642,10,2022-03-16
679666e1ce20b4602aca404e,Keyboard,887,1,2024-01-03
679666e1ce20b4602aca404f,Laptop,846,8,2024-05-21
679666e1ce20b4602aca4050,Tablet,259,9,2022-02-21
679666e1ce20b4602aca4051,Headphones,278,4,2022-11-16
679666e1ce20b4602aca4052,Phone,889,10,2023-01-05
679666e1ce20b4602aca4053,Phone,1516,1,2022-12-06
679666e1ce20b4602aca4054,Keyboard,1094,5,2024-09-13
679666e1ce20b4602aca4055,Smartwatch,1457,7,2022-11-06
679666e1ce20b4602aca4056,Keyboard,1969,7,2024-07-25
